# poeAI opening book v1
# format: prefix_usi_moves|bestmove|count
# empty prefix means startpos
7g7f 4a3b 2g2f 1c1d 1g1f 3c3d 2f2e|8c8d|50
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 2e2d|2c2d|50
2g2f 3c3d 3i4h 4c4d 5i6h 8b4b 6h7h|5a6b|49
2g2f 8c8d 7g7f 4a3b 6i7h 3c3d 2f2e|8d8e|49
6i7h 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h|4c4d|49
7g7f 3c3d 1g1f 8c8d 6g6f 7a6b 7i6h|5c5d|49
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 6i7h|8d8e|49
2g2f 3c3d 2f2e 2b3c 7g7f 3a3b 5i6h|4c4d|48
2g2f 3c3d 2f2e 2b3c 7g7f 3a4b 3i4h|8c8d|48
2g2f 4a3b 2f2e 8c8d 5i5h 8d8e 7g7f|8e8f|48
2h7h 1c1d 1g1f 8c8d 7g7f 8d8e 8h7g|3c3d|48
6i7h 3c3d 7g7f 8b4b 9g9f 9c9d 5i6i|5a6b|48
7g7f 8c8d 2g2f 3c3d 6i7h 8d8e 2f2e|4a3b|48
7g7f 8c8d 6g6f 3c3d 2h6h 1c1d 1g1f|7a6b|48
2g2f 8c8d 7g7f 8d8e 8h7g 4a3b 2f2e|3c3d|47
7g7f 3c3d 1g1f 8c8d 1f1e 8d8e 2h6h|5a4b|47
7g7f 8c8d 2h6h 3c3d 6g6f 8d8e 8h7g|1c1d|47
2g2f 8b4b 2f2e 6c6d 2e2d 2c2d 2h2d|7c7d|46
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 7i6h|8e8f|46
2h7h 1c1d 1g1f 3c3d 3i3h 2b3c 5i4h|8b2b|46
6i7h 4a3b 7g7f 8c8d 2g2f 8d8e 8h7g|3c3d|46
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 2f2e|2b3c|46
7g7f 3c3d 2h6h 5a4b 5i4h 4b3b 4h3h|8c8d|46
7g7f 8c8d 1g1f 8d8e 8h7g 5a4b 1f1e|3c3d|46
7g7f 8c8d 6g6f 3c3d 2h6h 8d8e 8h7g|1c1d|46
2g2f 8c8d 6i7h 4a3b 7g7f 8d8e 8h7g|3c3d|45
6i7h 3c3d 7g7f 4a3b 2g2f 4c4d 7i6h|3a4b|45
6i7h 4a3b 7g7f 3c3d 2g2f 5a4b 2f2e|8c8d|45
7g7f 8b5b 3i4h 5a6b 5i6h 6b7b 6h7h|3c3d|45
7g7f 8c8d 7i6h 3c3d 6h7g 6c6d 2g2f|7c7d|45
2g2f 8c8d 6i7h 3c3d 7g7f 4a3b 2f2e|5a4b|44
2h7h 8c8d 7g7f 3c3d 7f7e 7a6b 6g6f|1c1d|44
7g7f 3c3d 1g1f 1c1d 2g2f 8c8d 2f2e|8d8e|44
7g7f 3c3d 1g1f 8c8d 1f1e 8d8e 8h2b|3a2b|44
7g7f 3c3d 2g2f 4a3b 6i7h 4c4d 2f2e|2b3c|44
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 3g3f|3a3b|44
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 2e2d|2c2d|44
7g7f 3c3d 5i6h 8c8d 6h7h 8d8e 3i4h|8e8f|44
7g7f 8b5b 2g2f 5a6b 5i6h 3c3d 2f2e|6b7b|44
7g7f 8b5b 5i6h 5a6b 2g2f 6b7b 2f2e|3c3d|44
2g2f 7a7b 2f2e 4a3b 7g7f 8c8d 6i7h|1c1d|43
2g2f 9c9d 2f2e 4a3b 2e2d 2c2d 2h2d|P*2c|43
7g7f 3c3d 2g2f 4c4d 4i5h 8b4b 9g9f|9c9d|43
7g7f 3c3d 2g2f 8c8d 6i7h 4a3b 2f2e|8d8e|43
7g7f 8b5b 6g6f 5a6b 8h7g 6b7b 8g8f|7b8b|43
1g1f 3c3d 7g7f 8c8d 1f1e 2b8h+ 7i8h|B*5e|42
2g2f 3c3d 2f2e 2b3c 5i6h 8c8d 6h7h|4a3b|42
2g2f 3c3d 2f2e 2b3c 7g7f 3a3b 3i4h|4c4d|42
2g2f 3c3d 7g7f 8b4b 9g9f 4c4d 9f9e|5a6b|42
2h7h 3c3d 7i6h 1c1d 1g1f 8c8d 7g7f|8d8e|42
6i7h 3c3d 7g7f 9c9d 2g2f 4c4d 9g9f|3a3b|42
7g7f 3c3d 1g1f 8c8d 1f1e 8d8e 6i7h|8e8f|42
7g7f 3c3d 2g2f 4c4d 3i4h 3a4b 2f2e|4b3c|42
7g7f 7c7d 2g2f 8b7b 2f2e 4a3b 2e2d|2c2d|42
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 8h2b|3a2b|42
2g2f 3c3d 5i6h 4a3b 3i3h 3a4b 4g4f|4b3c|41
2g2f 3c3d 7g7f 4c4d 3g3f 3a4b 2f2e|2b3c|41
2g2f 4a3b 2f2e 1c1d 7g7f 8c8d 2e2d|2c2d|41
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i4h|3c3d|41
2g2f 8c8d 7g7f 4a3b 2f2e 3c3d 6i7h|8d8e|41
2h7h 3c3d 7i6h 8c8d 7g7f 8d8e 8h2b+|3a2b|41
5g5f 3c3d 2h5h 5a4b 5i4h 7a6b 5f5e|4b3b|41
7g7f 3c3d 2g2f 2b8h+ 7i8h 3a2b 3i3h|2b3c|41
7g7f 3c3d 2g2f 4c4d 7i7h 9c9d 2f2e|2b3c|41
7g7f 8c8d 2g2f 4a3b 8h7g 3c3d 7i7h|2b7g+|41
7g7f 8c8d 7i6h 5a4b 2g2f 3c3d 8h7g|4a3b|41
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i4h|7a7b|40
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d 5f5e|7a6b|40
5i6h 8c8d 6i7h 8d8e 2h5h 5a4b 3g3f|4b3b|40
7g7f 3c3d 2g2f 2b8h+ 7i8h 3a2b 3i4h|2b3c|40
7g7f 3c3d 2g2f 4c4d 7i7h 3a4b 2f2e|2b3c|40
1g1f 3c3d 1f1e 8c8d 6i7h 8d8e 2h1h|8e8f|39
2g2f 3c3d 7g7f 8c8d 6i7h 8d8e 5i6h|4a3b|39
2g2f 7a6b 2f2e 4a3b 2e2d 2c2d 2h2d|P*2c|39
2g2f 8c8d 2f2e 1c1d 7g7f 8d8e 2e2d|2c2d|39
6i7h 8c8d 2g2f 4a3b 2f2e 8d8e 9g9f|7a7b|39
7g7f 3c3d 2h6h 7a6b 5i4h 5a4b 4h3h|4b3b|39
7g7f 3c3d 6g6f 8c8d 7i6h 7a6b 5g5f|5c5d|39
7g7f 8c8d 8h7g 3c3d 6g6f 7a6b 7i6h|6c6d|39
7g7f 8c8d 8h7g 3c3d 7i7h 7a6b 2g2f|2b7g+|39
2g2f 3c3d 7g7f 9c9d 6i7h 4c4d 7i6h|9d9e|38
2g2f 4a3b 2f2e 8c8d 9g9f 8d8e 6i7h|7a7b|38
2g2f 8c8d 2f2e 1c1d 2e2d 2c2d 2h2d|4a3b|38
2g2f 8c8d 7g7f 3c3d 2f2e 4a3b 2e2d|2c2d|38
6i7h 3c3d 7g7f 4c4d 2g2f 3a3b 2f2e|2b3c|38
7g7f 3c3d 6g6f 8c8d 1g1f 7a6b 2h6h|8d8e|38
7g7f 4a3b 2h7h 3c3d 6g6f 1c1d 5i4h|1d1e|38
2g2f 3c3d 2f2e 2b3c 7g7f 3a3b 3i3h|4c4d|37
2g2f 4a3b 2f2e 8c8d 3i3h 8d8e 9g9f|7a7b|37
2g2f 4a3b 2f2e 9c9d 7g7f 8c8d 6i7h|8d8e|37
2h7h 3c3d 7i6h 8c8d 7g7f 7a6b 1g1f|1c1d|37
6i7h 3c3d 2g2f 4a3b 7g7f 8c8d 2f2e|8d8e|37
7g7f 3c3d 7f7e 5a4b 2h7h 2b8h+ 7i8h|B*4e|37
7g7f 4a3b 2g2f 9c9d 2f2e 9d9e 5i6h|8b9b|37
7g7f 5c5d 2g2f 3c3d 2f2e 8b5b 4i5h|5d5e|37
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 6i7h|8e8f|37
7g7f 8c8d 2g2f 7a7b 2f2e 1c1d 6i7h|4a3b|37
7g7f 8c8d 7i6h 3c3d 6h7g 4a3b 3i4h|8d8e|37
7g7f 9c9d 2g2f 3c3d 2f2e 9d9e 5i6h|2b8h+|37
2g2f 3c3d 7g7f 4a3b 2f2e 9c9d 2e2d|2c2d|36
2g2f 4a3b 2f2e 8c8d 7g7f 9c9d 6i7h|8d8e|36
2h5h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f|7a6b|36
6i7h 8c8d 2g2f 4a3b 2f2e 8d8e 3i3h|7a7b|36
7g7f 1c1d 2g2f 8c8d 2f2e 4a3b 2e2d|2c2d|36
7g7f 3c3d 1g1f 8c8d 6g6f 7a6b 2h6h|8d8e|36
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 6i7h|9d9e|36
7g7f 3c3d 6g6f 8c8d 7i7h 7a6b 2h6h|5a4b|36
7g7f 5c5d 2g2f 3c3d 2f2e 8b5b 3i4h|5d5e|36
1g1f 8c8d 7g7f 3c3d 1f1e 8d8e 6i7h|5a4b|35
2g2f 3c3d 3i4h 5c5d 7g7f 5d5e 2f2e|2b3c|35
2g2f 3c3d 7g7f 4c4d 5i6h 9c9d 3i4h|9d9e|35
2g2f 9c9d 2f2e 4a3b 6i7h 8c8d 9g9f|8d8e|35
5g5f 3c3d 2h5h 5a4b 5i4h 4b3b 5f5e|7a6b|35
7g7f 3c3d 2g2f 4c4d 3i4h 8c8d 2f2e|2b3c|35
7g7f 3c3d 6g6f 8b3b 7i6h 5a6b 6h6g|6b7b|35
7g7f 3c3d 6g6f 8c8d 2h6h 7a6b 5i4h|5a4b|35
7g7f 4a3b 6i7h 3c3d 2g2f 4c4d 2f2e|2b3c|35
7g7f 8b5b 2g2f 5a6b 2f2e 6b7b 5i6h|3c3d|35
7g7f 8b5b 5i6h 5a6b 6h7h 6b7b 3i4h|3c3d|35
7g7f 8c8d 2h6h 3c3d 6g6f 1c1d 1g1f|7a6b|35
7g7f 8c8d 5g5f 3c3d 5f5e 8d8e 6i7h|8e8f|35
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b 6h6g|5a4b|35
7g7f 8c8d 7i6h 3c3d 8h7g 4a3b 1g1f|1c1d|35
7g7f 8c8d 7i7h 3c3d 8h7g 7a6b 2g2f|2b7g+|35
7g7f 8c8d 7i7h 8d8e 8h7g 5a4b 6g6f|6a5b|35
7g7f 8c8d 8h7g 3c3d 7i6h 4a3b 6g6f|3a4b|35
7g7f 8c8d 8h7g 3c3d 7i8h 4a3b 3g3f|7a7b|35
2g2f 3c3d 2f2e 8c8d 2e2d 2c2d 2h2d|4a3b|34
2g2f 8c8d 7g7f 8d8e 2f2e 3c3d 2e2d|2c2d|34
5g5f 3c3d 2h5h 8b3b 9g9f 9c9d 7i6h|4a5b|34
5g5f 8c8d 7g7f 8d8e 8h7g 7a6b 1g1f|7c7d|34
7g7f 1c1d 2g2f 4a3b 2f2e 8c8d 2e2d|2c2d|34
7g7f 3c3d 2g2f 4c4d 7i7h 3a3b 2f2e|2b3c|34
7g7f 3c3d 2h6h 8c8d 6g6f 7a6b 5i4h|5a4b|34
7g7f 8c8d 6i7h 3c3d 2g2f 4c4d 2f2e|2b3c|34
2g2f 3c3d 7g7f 4a3b 6i7h 8c8d 2f2e|8d8e|33
2g2f 3c3d 7g7f 4c4d 3i3h 8b4b 5i6h|5a6b|33
2g2f 4a3b 2f2e 8c8d 3i3h 8d8e 6i7h|7a7b|33
2g2f 4a3b 7g7f 8c8d 6i7h 1c1d 2f2e|8d8e|33
2g2f 8c8d 6i7h 2c2d 2f2e 2d2e 2h2e|P*2h|33
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 7i6h|8e8f|33
5g5f 3c3d 2h5h 5a4b 5i4h 1c1d 1g1f|7a6b|33
6i7h 3c3d 7g7f 8b4b 9g9f 9c9d 2g2f|4c4d|33
7g7f 1c1d 2g2f 8c8d 2f2e 8d8e 2e2d|2c2d|33
7g7f 3c3d 2h6h 2b8h+ 7i8h B*9e 8h7g|1c1d|33
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 2f2e|8e8f|33
7g7f 8c8d 8h7g 3c3d 7i7h 4a3b 1g1f|1c1d|33
1g1f 8c8d 7g7f 3c3d 1f1e 8d8e 2h6h|5a4b|32
2g2f 1c1d 2f2e 3a3b 7g7f 4a3a 2e2d|2c2d|32
2g2f 3c3d 2f2e 2b3c 5i6h 4a3b 7g7f|3c8h+|32
2g2f 3c3d 2f2e 2b3c 7g7f 4c4d 3g3f|3a3b|32
2g2f 3c3d 7g7f 4c4d 3g3f 8b4b 9g9f|9c9d|32
2g2f 4a3b 2f2e 7a7b 7g7f 8c8d 6i7h|8d8e|32
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e 2f2e|8e8f|32
2g2f 4c4d 2f2e 3a4b 2e2d 2c2d 2h2d|4a3b|32
2g2f 5a6b 2f2e 4a5a 2e2d 2c2d 2h2d|7c7d|32
2g2f 8c8d 2f2e 8d8e 7g7f 8e8f 8g8f|8b8f|32
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 1g1f|1c1d|32
7g7f 3c3d 2g2f 4c4d 5i6h 3a4b 3i4h|4b4c|32
7g7f 3c3d 2g2f 4c4d 5i6h 8b4b 2f2e|2b3c|32
7g7f 3c3d 2g2f 4c4d 5i6h 9c9d 3i4h|3a3b|32
7g7f 4a3b 2g2f 8c8d 8h7g 3c3d 7i7h|2b7g+|32
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d 8h7g|7c7d|32
7g7f 8b5b 2g2f 3c3d 2f2e 5a6b 5i6h|6b7b|32
7g7f 8b5b 2g2f 5a6b 9g9f 6b7b 9f9e|5c5d|32
7g7f 8c8d 7i6h 3c3d 6h7g 4a3b 5g5f|3a4b|32
7g7f 8c8d 7i7h 7a6b 2g2f 3c3d 7h7g|3a4b|32
1g1f 8b4b 9g9f 9c9d 7g7f 3c3d 2h7h|2b8h+|31
1g1f 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f|5a4b|31
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e 3i3h|2b8h+|31
2g2f 4a3b 6i7h 8c8d 2f2e 8d8e 3i3h|7a7b|31
2g2f 8c8d 2f2e 4a3b 7g7f 9c9d 6i7h|8d8e|31
2g2f 8c8d 7g7f 4a3b 6i7h 5a4b 7i6h|8d8e|31
6i7h 8c8d 2g2f 4a3b 7g7f 8d8e 8h7g|3c3d|31
7g7f 3c3d 2g2f 4c4d 4g4f 8b4b 9g9f|9c9d|31
7g7f 3c3d 3i3h 8c8d 4g4f 8d8e 3h4g|4a3b|31
7g7f 3c3d 6g6f 2b3c 1g1f 9c9d 9g9f|3a3b|31
7g7f 4a3b 1g1f 8c8d 1f1e 3c3d 6g6f|7a6b|31
7g7f 4a3b 2g2f 8c8d 6i7h 1c1d 2f2e|8d8e|31
7g7f 4a3b 6i7h 3c3d 2g2f 2b8h 7i8h|3a4b|31
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 2e2d|2c2d|31
7g7f 8c8d 7i6h 4a3b 6g6f 3c3d 6h6g|8d8e|31
7g7f 8c8d 8h7g 3c3d 7i6h 7a6b 6g6f|6c6d|31
2g2f 1c1d 2f2e 4a3b 1g1f 8c8d 6i7h|8d8e|30
2g2f 3c3d 2f2e 2b3c 5i6h 3a3b 7g7f|9c9d|30
2g2f 3c3d 2f2e 2b3c 5i6h 8b2b 6h7h|5a6b|30
2g2f 3c3d 2f2e 2b3c 7g7f 8b2b 8h3c+|2a3c|30
2g2f 3c3d 7g7f 4c4d 3g3f 8b4b 3i4h|9c9d|30
2g2f 3c3d 7g7f 4c4d 5i6h 9c9d 6h7h|3a4b|30
2g2f 4a3b 2f2e 8c8d 6i7h 1c1d 7g7f|8d8e|30
2g2f 4a3b 6i7h 3c3d 2f2e 2b3c 7g7f|3a4b|30
2g2f 4a3b 9g9f 8c8d 2f2e 8d8e 6i7h|8e8f|30
2g2f 8c8d 2f2e 3c3d 7g7f 8d8e 2e2d|2c2d|30
2g2f 8c8d 6i7h 4a3b 2f2e 8d8e 3i3h|7a7b|30
2g2f 8c8d 6i7h 8d8e 2f2e 1c1d 2e2d|2c2d|30
2g2f 8c8d 7g7f 4a3b 7i6h 3c3d 8h7g|2b7g+|30
2g2f 8c8d 7g7f 8d8e 8h7g 4a3b 3i3h|3c3d|30
2h7h 8c8d 7g7f 1c1d 7f7e 8d8e 7h7f|1d1e|30
7g7f 3c3d 2g2f 4c4d 3g3f 3a4b 2f2e|2b3c|30
7g7f 3c3d 6i7h 8b4b 9g9f 9c9d 5i6i|5a6b|30
7g7f 4a3b 5g5f 3c3d 8h2b+ 3a2b 7i8h|B*5g|30
7g7f 8c8d 6i7h 4a3b 7i6h 3c3d 6g6f|7a6b|30
7g7f 8c8d 7i6h 8d8e 6h7g 7c7d 2g2f|3c3d|30
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b|8h7g|16842
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d|7i8h|9828
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b|3i3h|8320
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e|8h7g|6659
7g7f 3c3d 2g2f 8c8d 2f2e 8d8e|6i7h|6582
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d|6g6f|4292
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d|7i8h|3985
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b|8h7g|3907
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e|8h7g|3825
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b|8h7g|3725
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c|3i4h|3652
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d|7i6h|2795
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e|3i3h|2666
2g2f 8c8d 7g7f 4a3b 2f2e 8d8e|8h7g|2486
2g2f 8c8d 7g7f 3c3d 2f2e 8d8e|6i7h|2398
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e|8h7g|2191
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c|3i4h|1988
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e|8h7g|1696
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d|6i7h|1678
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d|5i6h|1606
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b|9g9f|1455
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e|8h7g|1451
7g7f 4a3b 2g2f 8c8d 2f2e 8d8e|8h7g|1370
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b|2g2f|1335
2g2f 3c3d 7g7f 8c8d 2f2e 8d8e|6i7h|1223
7g7f 8c8d 7i6h 3c3d 6h7g 3a4b|2g2f|1179
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e|6h7g|1177
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b|3i3h|1168
7g7f 8c8d 7i6h 3c3d 6h7g 7c7d|2g2f|1062
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b|3i3h|1057
7g7f 8c8d 2g2f 3c3d 2f2e 8d8e|6i7h|999
7g7f 8c8d 7i6h 3c3d 6g6f 7a6b|5g5f|997
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b|2f2e|955
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d|6i7h|955
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b|5i4h|955
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e|3i3h|857
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e|8h7g|850
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d|2h2d|834
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e|8h7g|834
2g2f 3c3d 7g7f 4a3b 2f2e 8c8d|6i7h|819
6i7h 3c3d 7g7f 4a3b 2g2f 8c8d|2f2e|752
2h7h 8c8d 7g7f 8d8e 8h7g 5a4b|1g1f|746
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d|1g1f|698
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d|5i6h|689
7g7f 8c8d 1g1f 3c3d 6g6f 7a6b|1f1e|689
2g2f 3c3d 7g7f 8c8d 2f2e 4a3b|6i7h|683
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b|4h3h|653
2g2f 3c3d 2f2e 2b3c 7g7f 4c4d|5i6h|627
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e|5i6h|604
2g2f 3c3d 7g7f 4a3b 2f2e 2b8h+|7i8h|580
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d|6i7h|576
7g7f 3c3d 1g1f 8c8d 6g6f 7a6b|1f1e|565
7g7f 8c8d 7i6h 3c3d 6h7g 7a7b|2g2f|555
2g2f 4a3b 7g7f 8c8d 2f2e 8d8e|8h7g|552
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b|6i7h|533
7g7f 8c8d 1g1f 3c3d 6g6f 8d8e|8h7g|528
7g7f 3c3d 2g2f 4c4d 7i7h 8b4b|2f2e|517
6i7h 8c8d 7g7f 8d8e 8h7g 3c3d|7i6h|504
2g2f 3c3d 7g7f 5c5d 2f2e 8b5b|5i6h|499
7g7f 3c3d 2g2f 8c8d 6i7h 8d8e|2f2e|482
7g7f 8c8d 7i6h 3c3d 6h7g 4a3b|2g2f|478
5g5f 3c3d 2h5h 7a6b 5f5e 5a4b|5i4h|473
2g2f 3c3d 7g7f 4a3b 2f2e 2b3c|8h3c+|458
7g7f 3c3d 2g2f 4a3b 2f2e 2b8h+|7i8h|453
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b|9g9f|437
2g2f 3a4b 2f2e 3c3d 2e2d 2c2d|2h2d|424
2g2f 8c8d 7g7f 4a3b 7i7h 3c3d|7h7g|423
2g2f 3c3d 7g7f 2b8h+ 7i8h 3a2b|3g3f|421
2g2f 4a3b 7g7f 8c8d 6i7h 8d8e|8h7g|419
2g2f 4a3b 2f2e 8c8d 2e2d 2c2d|2h2d|415
7g7f 3c3d 6i7h 4a3b 2g2f 8c8d|2f2e|411
2g2f 8c8d 7g7f 4a3b 7i6h 3c3d|6h7g|391
7g7f 4a3b 2g2f 8c8d 7i7h 3c3d|7h7g|388
7g7f 8c8d 8h7g 3c3d 7i6h 2b7g+|6h7g|380
7g7f 8c8d 7i7h 3c3d 7h7g 3a4b|2g2f|379
2g2f 3c3d 2f2e 4a3b 2e2d 2c2d|2h2d|378
7g7f 8c8d 5g5f 8d8e 8h7g 3c3d|5f5e|377
7g7f 8c8d 7i7h 3c3d 7h7g 7a6b|2g2f|375
7g7f 3c3d 6g6f 8c8d 2h6h 8d8e|8h7g|373
2h7h 8c8d 7g7f 5a4b 7f7e 7a6b|5i4h|350
2g2f 8c8d 7g7f 3c3d 2f2e 4a3b|6i7h|349
2g2f 3c3d 7g7f 9c9d 2f2e 2b8h+|7i8h|344
7g7f 8b5b 2g2f 5a6b 5i6h 6b7b|2f2e|344
2g2f 8c8d 2f2e 4a3b 9g9f 8d8e|3i3h|342
2g2f 3c3d 7g7f 4c4d 3i4h 8c8d|2f2e|340
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b|5i6h|337
7g7f 7a6b 2g2f 4a3b 2f2e 8c8d|6i7h|336
7g7f 8c8d 2g2f 4a3b 7i7h 3c3d|7h7g|332
7g7f 3c3d 2g2f 4c4d 3i4h 3a3b|5g5f|331
7g7f 8c8d 7i7h 3c3d 7h7g 7c7d|2g2f|323
2g2f 3c3d 7g7f 8b4b 2f2e 5a6b|5i6h|315
7g7f 8c8d 7i6h 3c3d 6h7g 8d8e|2g2f|313
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b|4i5h|312
7g7f 8c8d 2h7h 8d8e 8h7g 3c3d|6g6f|310
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e|8h7g|309
2h7h 8b4b 7i6h 7a7b 7g7f 6c6d|5i4h|303
2g2f 8c8d 7g7f 3c3d 6i7h 8d8e|2f2e|294
2g2f 8c8d 2f2e 3c3d 2e2d 2c2d|2h2d|291
7g7f 4a3b 2g2f 8c8d 7i6h 3c3d|6h7g|281
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b|5i5h|281
7g7f 8c8d 2g2f 4a3b 7i6h 3c3d|6h7g|280
2g2f 3c3d 7g7f 4c4d 3i4h 8b3b|2f2e|272
2h7h 8c8d 7g7f 1c1d 1g1f 8d8e|8h7g|266
7g7f 8c8d 7i6h 3c3d 6h7g 3a3b|5g5f|266
7g7f 3c3d 2g2f 9c9d 2f2e 9d9e|5i6h|263
2g2f 3c3d 7g7f 4c4d 7i7h 8b4b|2f2e|262
7g7f 8c8d 7i7h 3c3d 8h7g 2b7g+|7h7g|262
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d|3i3h|259
7g7f 4a3b 1g1f 3c3d 1f1e 8c8d|6g6f|257
7g7f 8c8d 2g2f 8d8e 8h7g 4a3b|2f2e|254
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d|6i7h|249
7g7f 4a3b 6i7h 8c8d 2g2f 8d8e|8h7g|249
2g2f 3c3d 7g7f 4c4d 3i4h 3a4b|2f2e|247
7g7f 4a3b 2g2f 9c9d 2f2e 9d9e|2e2d|247
7g7f 8c8d 7i6h 3c3d 6g6f 6c6d|6h6g|247
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d|2h8h|243
2g2f 3c3d 2f2e 2b3c 7g7f 3a4b|5i6h|242
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d|5i6h|241
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e|6i7h|222
7g7f 8c8d 7i7h 3c3d 7h7g 7a7b|2g2f|218
7g7f 3c3d 6g6f 3a3b 7i6h 7a6b|6h7g|217
2g2f 8c8d 6i7h 8d8e 7g7f 8e8f|8g8f|216
7g7f 8c8d 7i6h 5a4b 2g2f 3c3d|6h7g|215
2h7h 1c1d 1g1f 3c3d 7i6h 8c8d|7g7f|214
7g7f 8c8d 7i7h 3c3d 6g6f 7a6b|2h6h|214
2g2f 3c3d 7g7f 4c4d 3g3f 3a3b|2f2e|213
7g7f 4a3b 2g2f 3c3d 2f2e 2b3c|8h3c+|204
7g7f 3c3d 1g1f 8c8d 6g6f 8d8e|8h7g|201
7g7f 8c8d 8h7g 3c3d 7i7h 2b7g+|7h7g|200
7g7f 8c8d 8h7g 3c3d 7i8h 2b7g+|8h7g|200
7g7f 5a4b 2g2f 3c3d 2f2e 4a3b|6i7h|198
7g7f 8c8d 5g5f 3c3d 5f5e 8d8e|8h7g|198
7g7f 3c3d 2g2f 4c4d 3i4h 3a4b|5g5f|195
2g2f 8c8d 7g7f 4a3b 8h7g 3c3d|7i7h|194
2g2f 3c3d 7g7f 4c4d 5i6h 8b4b|6h7h|193
7g7f 8c8d 5g5f 3c3d 5f5e 7a6b|2h5h|193
2g2f 8c8d 2f2e 4a3b 3i3h 8d8e|9g9f|191
2g2f 8c8d 7g7f 8d8e 6i7h 8e8f|8g8f|188
2g2f 3c3d 3i4h 8c8d 6i7h 8d8e|5i6i|187
6i7h 8c8d 7g7f 4a3b 2g2f 8d8e|8h7g|183
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b|5i4h|182
7g7f 3c3d 2g2f 4a3b 2f2e 2b3c|8h3c+|179
7g7f 8c8d 7i6h 3c3d 6g6f 3a3b|5g5f|177
2g2f 4a3b 2f2e 3c3d 2e2d 2c2d|2h2d|176
7g7f 8b5b 3i4h 5a6b 5i6h 6b7b|2g2f|176
